questions,option_A,option_B,option_C,option_D,correct_answer,option_E,source_file,source_folder,year
"¿A qué corresponde, la relación que desarrolla el niño con sus cuidadores?",Vínculo,Angustia,Estima,Confianza,E,Apego,Psiquiatría,Year2022,2022
"Varón de 16 años, en emergencia por ingerir medicamentos sustraídos a un tío. Al examen presenta tortícolis, 
opistótonos, oculogiria, trismus y laringoespasmo. ¿Cuál es el tipo de fármaco más probable?",Antidepresivo,Miorrelajante,Estabilizador del ánimo,Antipsicótico,D,Hipnótico,Psiquiatría,Year2022,2022
"Varón de 48 años que estuvo hospitalizado durante 2 semanas en UCI por COVID-19, al alta se le recomienda el 
seguimiento por diferentes especialidades, incluyendo psiquiatría. ¿Qué trastorno mental es menos probable que se 
presente?",Estrés postraumático,Ansioso,Conducta alimentaria,Depresivo,C,Del sueño,Psiquiatría,Year2022,2022
"La farmacogenómica contribuye en el abordaje de los trastorno mentales, al ...",mejorar la farmacocinética de los fármacos.,mejorar la farmacodinamia de los fármacos.,permitir generalizar el tratamiento farmacológico.,mejorar la respuesta al tratamiento farmacológico.,D,controlar las determinantes ambientales.,Psiquiatría,Year2022,2022
"Mujer de 32 años, consultó al psiquiatra por angustia la mayor parte del día, insomnio de conciliación, tremor de manos 
y palpitaciones. Examen: funciones vitales normales; eritema malar y edema en articulaciones de las manos. ¿Cuál es la 
sospecha diagnóstica que produce este cuadro?",Tiroiditis de Hashimoto,Lupus eritematoso sistémico,Trastorno de ansiedad somático,Síndrome de Münchhausen,B,Infección por mononucleosis,Psiquiatría,Year2022,2022
"Varón de 70 años, presenta deterioro cognitivo que interfiere con su funcionamiento en el entorno, al ser evaluado por 
neuropsicología presenta alteraciones de las funciones ejecutivas; luego inicia con alucinaciones visuales y 
parkinsonismo. ¿Cuál es el probable diagnóstico?",Demencia frontotemporal,Demencia vascular,Demencia por la enfermedad de Huntington,Demencia cuerpos de Lewy,D,Demencia mixta,Psiquiatría,Year2022,2022
"Mujer de 24 años; luego de un accidente de tránsito quedó en coma por 4 días; al despertar, recordaba eventos del 
pasado, pero mostró incapacidad para aprender o retener hechos nuevos. ¿Cuál es el trastorno más probable?",Oligofrenia temporal,Delirio agudo,Amnesia anterógrada,Crisis disociativa,C,Síndrome orgánico,Psiquiatría,Year2022,2022
"¿Cuál de los siguientes fármacos se puede usar con seguridad en un paciente con hepatopatía y trastorno del control de 
impulsos?",Valproato,Duloxetina,Topiramato,Carbamazepina,C,Diazepam,Psiquiatría,Year2022,2022
"En la......no hay alteración de las sensaciones, pero la realidad se presenta diferente, sin la naturalidad ordinaria, aunque 
el sujeto no crea que haya cambiado efectivamente o sienta como si algo se interpusiera entre él y las cosas.",crisis disociativa,alucinación visual,convicción delusional,extrañeza de lo percibido,D,ruina de la configuración,Psiquiatría,Year2022,2022
"En relación con la patología dual, el alcoholismo frecuentemente es comórbido con el trastorno de...",ansiedad.,personalidad.,obsesivo compulsivo.,depresión.,D,estrés postraumático.,Psiquiatría,Year2022,2022
"La......es un síntoma crucial en el diagnóstico de depresión y se caracteriza por la pérdida de la capacidad para 
experimentar placer.",tristeza,hipobulia,anhedonia,abulia,C,fatiga,Psiquiatría,Year2022,2022
¿Cuál de los siguientes fármacos es el más usado en el tratamiento del síndrome neuroléptico maligno?,Lurasidona,Diazepam,Atomoxetina,Quetiapina,E,Bromocriptina,Psiquiatría,Year2022,2022
¿Cuál de las alternativas NO corresponde a un tipo de pensamiento autístico o paralógico?,Neologismos,Enajenación del pensamiento,Pensamiento precategorial,Pensamiento fanático,D,Adjudicación de significaciones adventicias,Psiquiatría,Year2022,2022
"Los medicamentos antidepresivos favorecen......de factor neurotrófico derivado del cerebro (BDNF) en el hipocampo y 
corteza cerebral.",el metabolismo,la ausencia,la captación,la eliminación,E,la expresión,Psiquiatría,Year2022,2022
"Lactante de 4 meses que inició alimentación con fórmula hace 2 meses, presenta diarrea crónica y lesiones dérmicas 
extensas vesículoampollosas eczematosas, secas, descamativas, psoriasiformes, que abarcan mejillas, zona perioral, 
codos, tobillos; retraso del crecimiento; alopecia; infecciones bacterianas recurrentes. ¿En qué deficiencia de 
micronutriente sospecha?",Hierro,Magnesio,Zinc,Calcio,C,Cobre,Pediatría,Year2022,2022
"Niño de 3 años, traído al Centro de Salud, por fiebre, pérdida del apetito, disminución de peso, dolor abdominal, sangrado 
en la orina. Examen: T° 37.5°C, FC 100X´, FR 24X´, PA 120/80 mmHg; abdomen: se palpa masa abdominal. Laboratorio: 
anemia microcítica, policitemia, plaquetas elevadas y deficiencia de factor VII. ¿Cuál es el diagnóstico más probable?",Neuroblastoma,Linfoma no Hodgkin,Rabdomiosarcoma,Hepatoblastoma,E,Tumor de Wilms,Pediatría,Year2022,2022
"Lactante varón de 8 meses con poca ganancia ponderal y fiebre de 39 °C desde hace dos días, irritabilidad, distensión 
abdominal, anorexia y vómitos; niega otros síntomas. Examen: se evidencia adherencia balanoprepucial. ¿Cuál de las 
siguientes patologías es importante descartar?",Otitis media,Infección urinaria,Apendicitis,Neumonía,B,Urolitiasis,Pediatría,Year2022,2022
¿Qué examen confirma el diagnóstico de la displasia congénita de caderas?,El signo de Ortolani-Barlow,La asimetría de los pliegues,Signo de Galeazzi,Asimetría en longitud de miembros,E,Radiografía o ecografía,Pediatría,Year2022,2022
"Varón de 5 meses, traído a emergencia por dificultad respiratoria marcada, inició hace 3 días con rinorrea, tos persistente, 
fiebre y rechazo a la lactancia. Sin antecedentes patológicos. Examen: T 37.5°C, FC 124X', FR 54X', SatO2 92%; 
retracciones intercostales, supraesternal, disbalance tóracoabdominal; tórax y pulmones: sibilancias inspiratorias y 
espiratorias en ACP. ¿Cuál es el diagnóstico más probable?",Bronquiolitis aguda,Laringotraqueitis,Tos ferina,Reflujo gastroesofágico,A,Insuficiencia cardíaca,Pediatría,Year2022,2022
¿Cuál de las siguientes patologías causa hirsutismo gonadal?,Síndrome de Cushing,Hiperplasia suprarrenal congénita,Neoplasia ovárica,Hipotiroidismo juvenil,C,Síndrome de HARI-AN,Pediatría,Year2022,2022
"Recién nacido de 7 días, nacido de parto eutócico, AEG y alta conjunta. Recibe LME con curva ponderal adecuada. 
Examen: ictericia hasta muslos. Laboratorio: bilirrubina indirecta elevada. ¿En qué diagnóstico sospecha?",Ictericia por leche materna,Hepatitis de células gigantes,Citomegalovirus,Quiste de colédoco,A,Fibrosis quística,Pediatría,Year2022,2022
"Varón de 2 meses, es traído por la madre que manifiesta que su hijo tiene vómitos biliosos, somnoliento, retraso del 
crecimiento. Examen: abdomen doloroso, RHA incrementados. Rx abdomen con contraste: imagen en ""pico de ave"" en 
la tercera porción del duodeno. ¿Cuál es el diagnóstico?",Malrotación intestinal,Íleo meconial,Enterocolitis necrotizante,Síndrome de intestino corto,A,Atresia de duodeno,Pediatría,Year2022,2022
¿Cuál de las siguientes causas de síncope es potencialmente mortal en pediatría?,Síndrome de QT largo,Síncope vasodepresor reflejo,Crisis de pánico y ansiedad,Uso de antihistamínicos,A,Convulsiones,Pediatría,Year2022,2022
"Recién nacido de una hora de vida, madre con pruebas treponémicas positivas; luego de la evaluación del recién nacido la 
situación clínica es de sífilis congénita confirmada o muy probable. ¿Cuál es el tratamiento antimicrobiano de elección?",Penicilina G procaína,Cefalotina,Penicilina G benzatínica,Penicilina G acuosa cristalina,D,Ceftriaxona,Pediatría,Year2022,2022
"¿Cuánto tiempo en meses debe durar el tratamiento con hierro en los niños entre 6 meses y 11 años de edad, que han 
sido diagnosticados de anemia ferropénica?",6,3,2,9,A,4,Pediatría,Year2022,2022
"Niño de 4 años, con diagnóstico de asma bronquial, ha sido ubicado en el Step 2 para su tratamiento. ¿Qué medicación 
debe recibir?",Corticoide inhalado a baja dosis + B2 agonista cuando sea necesario,Corticoide inhalado a dosis media + B2 agonista cuando sea necesario,Corticoide inhalado a baja dosis + antileucotrieno,Corticoide inhalado a dosis media + antileucotrieno,A,Antileucotrieno + B2 cuando sea necesario,Pediatría,Year2022,2022
"Niño de 6 años llega a urgencias referido de periférico por caída de 2do piso y pérdida del 
conocimiento. Examen: FC 84X', FR 12X´, PA 90/70 mmHg; SatO2 94%; portador de collarín cervical, ventila 
espontáneamente; Neurológico: abre los ojos en estímulos verbales, pronuncia palabras inapropiadas, localiza los 
estímulos dolorosos. ¿A qué puntuación de Glasgow corresponde?",8,14,15,11,D,9,Pediatría,Year2022,2022
"Niño de 2 años, presenta palidez, diarrea crónica e irritabilidad. Antecedentes: muy escasa ingesta de carnes, pescado, 
órganos animales, huevos, leche, frutas, verduras verdes. Examen: T° 37°C, FC: 100X´, FR 30X´; peso 8 Kg; palidez 
leve a moderada. Laboratorio: anemia macrocítica, los hematíes son ovalados, neutrófilos están hipersegmentados. 
¿Cuál es el diagnóstico más probable?",Anemia de Diamond,Anemia hemolítica crónica,Anemia sideroblástica,Deficiencia de Copper,E,Anemia megaloblástica,Pediatría,Year2022,2022
"¿A qué corresponde, la relación que desarrolla el niño con sus cuidadores?",Vínculo,Apego,Angustia,Estima,B,Confianza,Pediatría,Year2022,2022
"Niño de 5 años, presenta desde hace un mes prurito generalizado a predominio nocturno. Examen: se evidencia en piel 
de muñecas, espacios interdigitales, tobillos, glúteos y genitales erupción micropapular eritematosa; en tronco y 
extremidades micro costras puntiformes de distribución lineal. ¿Cuál es el tratamiento de elección?",Retinoides,Cremas azufradas,Corticoides tópicos,Permetrina,D,Antihistamínicos orales,Pediatría,Year2022,2022
"Niño de 6 años con cardiopatía cianótica congénita, presenta fiebre de 39°C desde hace 7 días, vómitos, cefalea y tos 
con movilización de secreciones. Examen: FC 100X', FR 25X', SatO2 75%, T° 38°C; cianosis generalizada; subcrepitantes 
difusos; RC por fuera de línea medio clavicular, hepato esplenomegalia. Laboratorio: leucocitos 22000/µl, segmentados 
60%, Hb 17 g/dl, PCR 5 mg/dl, plaquetas 50000/µl. Luego de tomar muestras (3) para cultivo. ¿Cuál es la acción 
terapéutica inmediata?",Realizar sangría roja,Iniciar antibióticos parenterales,Transfundir plaquetas,Administrar aporte de oxígeno,B,Observar hasta resultados de cultivos,Pediatría,Year2022,2022
"En relación a obstrucción intestinal congénita, en más del 90% de los casos, ocurren en:",Recto y ano,"Duodeno, yeyuno e íleon",Colon descendente,Colon transverso,B,Colon ascendente,Pediatría,Year2022,2022
"Niño de 5 años, presenta desde hace 5 días fiebre, dolor al paso de líquidos, lesiones en boca, tos seca. Examen: T° 
38.5°C, FC 120X´, FR 25X´; vesículas ulcerativas en encías y faringe anterior, congestión conjuntival y nasal. ¿Cuál es 
la etiología más probable?",Adenovirus,Virus coxsackie,Estreptococo del grupo A,Virus de Epstein Barr,E,Virus herpes simple,Pediatría,Year2022,2022
"Mujer de 16 años con dificultad para la micción. Antecedentes: traumatismo pélvico por arma de fuego hace 1 año. 
Examen: reflejo bulbocavernoso negativo. Urocultivo: negativo. Ecografía: capacidad vesical 800 ml. ¿Qué raíces 
nerviosas están afectadas?",L4 - L6,L5 - S1,D10- D12,D11 - L2,E,S2 - S4,Pediatría,Year2022,2022
"Lactante de 5 meses con deshidratación moderada referida al servicio de emergencias por presentar convulsiones 
autolimitadas y de corta duración mientras recibía tratamiento de la deshidratación con lactato de Ringer. Examen: 
despierta, irritable, hiperreflexia, hipertonía. En la ampliación de anamnesis madre refiere cuadro de diarreas acuosas 
abundantes 2 días previos y calendario vacunal incompleto para rotavirus. Niega fiebre. ¿Cuál es el diagnóstico probable?",Deshidratación hiponatrémica,Meningoencefalitis bacteriana,Estado convulsivo,Shock séptico,E,Deshidratación hipernatrémica,Pediatría,Year2022,2022
"Niño de 5 años hace 7 días lesiones en piel a predominio de miembros inferiores, en últimos 3 días aumento de volumen 
y dolor en tobillos, dolor abdominal intermitente. Antecedente de proceso respiratorio alto hace 15 días. Examen: FC 85X´, 
FR 18X´, PA 85/50 mmHg; lesiones exantemáticas simétricas petequial palpable en miembros inferiores y región 
glútea, edema en dorso de pies y manos, dolor a la palpación en miembros inferiores, RC no soplos; abdomen B/D no 
masas no dolor. ¿Cuál es el diagnóstico clínico?",Trombocitopenia inmune primaria,Poliarteritis nudosa infantil,Enfermedad de Kawasaki,Eritema multiforme,E,Púrpura de Henoch-Schonlein,Pediatría,Year2022,2022
"Niño de 3 años, hace 3 días inicia cuadro con fiebre, tos seca, secreción nasal y pérdida del apetito. Conducido al Centro 
de Salud por persistencia de fiebre y tos que se ha incrementado. Examen: T° 38.5°C, FC 120X´, FR 50X´; decaído; TyP: 
murmullo vesicular pasa bien en ambos campos pulmonares, no ruidos agregados; CV: taquicardia sinusal, no soplos. 
¿Cuál es el diagnóstico más probable?",Bronquiolitis,Crup,Neumonía adquirida en la comunidad,Hiperreactividad bronquial,C,Resfrío común,Pediatría,Year2022,2022
"Niño de 1 año, traído al Centro de Salud por presentar fiebre, pérdida del apetito, pérdida de peso, vómitos, dolor 
abdominal. Antecedentes: nació prematuro, historia familiar de poliposis adenomatosa. Examen: T° 38°C, FC 100X´, FR 
30X´; abdomen: se palpa masa grande asintomática. Laboratorio: niveles elevados de alfa-feto proteína, bilirrubina y 
enzimas hepáticas normales, anemia, trombocitosis, test serológicos para hepatitis B y C negativos. ¿Cuál es el 
diagnóstico más probable?",Carcinoma hepatocelular,Sarcoma embrionario,Angiosarcoma,Rabdomiosarcoma hepático,E,Hepatoblastoma,Pediatría,Year2022,2022
